,median,mean,std,min,max
Bin_2177,4.033899e-05,5.8776368e-05,7.2375464e-05,-1.0661738e-05,0.00037467844
Bin_2178,0.0,1.0692573e-05,6.5268556e-05,-0.00011932661,0.0003105211
Bin_2179,0.00020016383,0.0002466521,0.00021587552,0.0,0.0010320569
Bin_2180,-5.160252e-05,-6.8244786e-05,9.5473406e-05,-0.00057373726,9.809098e-05
Bin_2181,-0.0,-1.5480766e-06,3.389627e-05,-0.00014217084,0.00013329244
Bin_2182,5.2834675e-05,7.562576e-05,9.9315206e-05,0.0,0.0006157017
Bin_2183,0.0,-1.9675272e-05,3.8962993e-05,-0.00021880642,5.0394403e-05
Bin_2184,-0.0,5.255197e-06,3.062374e-05,-0.00014948043,9.607836e-05
Bin_2185,-0.0,-1.8933182e-05,4.0277322e-05,-0.0002149493,7.715513e-06
Bin_2186,-0.0,-2.4740164e-05,3.6061072e-05,-0.00013962839,7.65741e-06
Bin_2187,2.858937e-07,2.8473392e-05,5.4922075e-05,-5.845898e-05,0.00020263792
Bin_2188,3.4868776e-06,1.7555634e-05,3.4047353e-05,-6.2067156e-05,0.00010799693
Bin_2189,-3.5294074e-06,-2.8376613e-05,4.0653056e-05,-0.00019839597,-0.0
Bin_2190,0.00011023685,0.00014757126,0.0001429259,0.0,0.0006085256
Bin_2191,0.0,1.7659559e-05,8.420705e-05,-0.00015768096,0.00031493345
Bin_2192,3.209627e-05,5.875801e-05,7.185823e-05,-1.2124793e-05,0.00030609136
Bin_2193,9.830825e-07,5.5938676e-06,5.721679e-05,-0.00022911443,0.0002775
Bin_2194,-1.618944e-05,-3.1363386e-05,4.779663e-05,-0.0002360665,6.5720014e-05
Bin_2195,-1.5104223e-05,-3.2585525e-05,4.1144893e-05,-0.00015491925,7.4519126e-06
Bin_2196,0.0,1.8744488e-05,4.223145e-05,-8.882941e-05,0.00014943772
Bin_2197,-0.0,-6.7542414e-06,2.1364724e-05,-0.00011411655,7.710884e-05
Bin_2198,-0.0,-6.0392616e-05,8.355937e-05,-0.00037409048,-0.0
Bin_2199,-0.0,-1.6418626e-05,3.497469e-05,-0.00018317407,1.968402e-05
Bin_2200,-0.0,-1.0952881e-05,3.0099463e-05,-0.00017977317,2.4252531e-05
Bin_2201,-0.0,0.0,0.0,0.0,0.0
Bin_2202,-0.0,0.0,0.0,0.0,0.0
Bin_2203,-0.0,0.0,0.0,-0.0,-0.0
Bin_2204,-0.0,0.0,0.0,0.0,0.0
Bin_2205,0.0,0.0,0.0,0.0,0.0
Bin_2206,0.0,0.0,0.0,-0.0,-0.0
Bin_2207,0.0,0.0,0.0,0.0,0.0
Bin_2208,-0.0,0.0,0.0,0.0,0.0
Bin_2209,0.0,0.0,0.0,-0.0,-0.0
Bin_2210,-0.0,0.0,0.0,-0.0,-0.0
Bin_2211,-0.0,0.0,0.0,-0.0,-0.0
Bin_2212,-0.0,0.0,0.0,0.0,0.0
Bin_2213,-0.0,0.0,0.0,0.0,0.0
Bin_2214,-0.0,0.0,0.0,-0.0,-0.0
Bin_2215,0.0,0.0,0.0,-0.0,-0.0
Bin_2216,-0.0,0.0,0.0,0.0,0.0
Bin_2217,0.0,0.0,0.0,0.0,0.0
Bin_2218,-0.0,0.0,0.0,-0.0,-0.0
