,Ovary-AdenoCA,CNS-PiloAstro,Liver-HCC,Panc-Endocrine,Kidney-RCC,Prost-AdenoCA,Thy-AdenoCA,ColoRect-AdenoCA,Lymph-BNHL,Uterus-AdenoCA,Breast-AdenoCA,Lung-AdenoCA,Panc-AdenoCA,Eso-AdenoCA,Head-SCC,CNS-Medullo,CNS-GBM,Skin-Melanoma,Lymph-CLL,Kidney-ChRCC,Stomach-AdenoCA,Lung-SCC,Bone-Osteosarc,Myeloid-MPN
Bin_299,0.4,0.3,0.03636363636363636,0.1643835616438356,0.0,0.021505376344086023,0.4444444444444444,0.0,0.18503937007874016,0.018018018018018018,0.9011627906976745,0.0,0.1511627906976744,0.012048192771084338,0.2727272727272727,0.4583333333333333,0.30526315789473685,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.0
Bin_300,0.04285714285714286,0.0,0.03636363636363636,0.0958904109589041,0.02702702702702703,0.0,0.4444444444444444,0.0,0.2283464566929134,0.0,0.9127906976744186,0.0,0.1511627906976744,0.07228915662650602,0.36363636363636365,0.5,0.28421052631578947,0.02127659574468085,0.0,0.0,0.0,0.0,0.012048192771084338,0.0
Bin_301,0.014285714285714285,0.0,0.0,0.0091324200913242,0.0,0.0,0.5,0.0,0.051181102362204724,0.0,0.872093023255814,0.0,0.1511627906976744,0.024096385542168676,0.36363636363636365,0.375,0.3263157894736842,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0
Bin_302,0.18571428571428572,0.04,0.0,0.7168949771689498,0.08108108108108109,0.010752688172043012,0.4444444444444444,0.0,0.20078740157480315,0.08108108108108109,0.5755813953488372,0.0,0.1511627906976744,0.0,0.36363636363636365,0.08333333333333333,0.28421052631578947,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.0
Bin_303,0.2571428571428571,0.08,0.01818181818181818,0.7031963470319634,0.06756756756756757,0.010752688172043012,0.16666666666666666,0.0,0.27165354330708663,0.09009009009009009,0.20930232558139536,0.0,0.046511627906976744,0.0,0.2727272727272727,0.08333333333333333,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_304,0.18571428571428572,0.08,0.05454545454545454,0.0136986301369863,0.0,0.03225806451612903,0.1111111111111111,0.0,0.08267716535433071,0.05405405405405406,0.627906976744186,0.0,0.12790697674418605,0.0,0.36363636363636365,0.3333333333333333,0.07368421052631578,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0
Bin_305,0.2,0.02,0.0,0.1278538812785388,0.0,0.010752688172043012,0.2777777777777778,0.0,0.031496062992125984,0.05405405405405406,0.622093023255814,0.0,0.13953488372093023,0.0,0.45454545454545453,0.041666666666666664,0.09473684210526316,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0
Bin_306,0.2571428571428571,0.16,0.07272727272727272,0.3287671232876712,0.0,0.010752688172043012,0.3888888888888889,0.0,0.11023622047244094,0.02702702702702703,0.7383720930232558,0.0,0.1511627906976744,0.012048192771084338,0.45454545454545453,0.4583333333333333,0.18947368421052632,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.0
Bin_307,0.12857142857142856,0.08,0.03636363636363636,0.6986301369863014,0.06756756756756757,0.0,0.5,0.0,0.25984251968503935,0.02702702702702703,0.8430232558139535,0.0,0.1511627906976744,0.13253012048192772,0.2727272727272727,0.375,0.3684210526315789,0.02127659574468085,0.0,0.0,0.0,0.0,0.024096385542168676,0.0
Bin_308,0.2571428571428571,0.1,0.0,0.3789954337899543,0.0,0.021505376344086023,0.2777777777777778,0.0,0.07874015748031496,0.09009009009009009,0.6918604651162791,0.0,0.1511627906976744,0.0,0.2727272727272727,0.20833333333333334,0.07368421052631578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_309,0.3,0.12,0.03636363636363636,0.2876712328767123,0.0945945945945946,0.021505376344086023,0.4444444444444444,0.0,0.27165354330708663,0.04504504504504504,0.8430232558139535,0.0,0.1511627906976744,0.0,0.2727272727272727,0.375,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_310,0.35714285714285715,0.1,0.01818181818181818,0.1415525114155251,0.02702702702702703,0.021505376344086023,0.3333333333333333,0.0,0.09055118110236221,0.05405405405405406,0.7383720930232558,0.0,0.1511627906976744,0.012048192771084338,0.2727272727272727,0.375,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_311,0.08571428571428572,0.04,0.07272727272727272,0.1141552511415525,0.04054054054054054,0.03225806451612903,0.3333333333333333,0.0,0.2047244094488189,0.009009009009009009,0.46511627906976744,0.0,0.09302325581395349,0.024096385542168676,0.2727272727272727,0.375,0.17894736842105263,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.0
Bin_312,0.15714285714285714,0.0,0.03636363636363636,0.0410958904109589,0.02702702702702703,0.0,0.2222222222222222,0.0,0.05511811023622047,0.018018018018018018,0.3953488372093023,0.0,0.09302325581395349,0.0,0.2727272727272727,0.08333333333333333,0.06315789473684211,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_313,0.22857142857142856,0.06,0.01818181818181818,0.1963470319634703,0.04054054054054054,0.03225806451612903,0.16666666666666666,0.0,0.1220472440944882,0.02702702702702703,0.47674418604651164,0.0,0.12790697674418605,0.0,0.2727272727272727,0.125,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_314,0.18571428571428572,0.02,0.01818181818181818,0.0547945205479452,0.0,0.0,0.0,0.0,0.031496062992125984,0.018018018018018018,0.686046511627907,0.0,0.12790697674418605,0.0,0.36363636363636365,0.0,0.042105263157894736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_315,0.11428571428571428,0.0,0.0,0.0091324200913242,0.0,0.021505376344086023,0.1111111111111111,0.0,0.0,0.009009009009009009,0.4883720930232558,0.0,0.06976744186046512,0.0,0.0,0.041666666666666664,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_316,0.2714285714285714,0.0,0.0,0.091324200913242,0.013513513513513514,0.021505376344086023,0.5,0.0,0.06299212598425197,0.036036036036036036,0.6686046511627907,0.0,0.1511627906976744,0.0,0.2727272727272727,0.2916666666666667,0.18947368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_317,0.2,0.04,0.07272727272727272,0.0410958904109589,0.05405405405405406,0.010752688172043012,0.3333333333333333,0.0,0.16929133858267717,0.018018018018018018,0.4941860465116279,0.0,0.12790697674418605,0.0,0.2727272727272727,0.5833333333333334,0.18947368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_318,0.24285714285714285,0.1,0.0,0.3287671232876712,0.04054054054054054,0.043010752688172046,0.2777777777777778,0.0,0.06692913385826772,0.036036036036036036,0.6337209302325582,0.0,0.12790697674418605,0.0,0.2727272727272727,0.25,0.1368421052631579,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0
Bin_319,0.2571428571428571,0.08,0.01818181818181818,0.0639269406392694,0.02702702702702703,0.03225806451612903,0.0,0.0,0.0984251968503937,0.036036036036036036,0.03488372093023256,0.0,0.011627906976744186,0.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_320,0.12857142857142856,0.0,0.0,0.1917808219178082,0.0,0.0,0.4444444444444444,0.0,0.04330708661417323,0.018018018018018018,0.3546511627906977,0.0,0.12790697674418605,0.0,0.0,0.20833333333333334,0.22105263157894736,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.0
Bin_321,0.1,0.0,0.0,0.0365296803652968,0.0,0.0,0.16666666666666666,0.0,0.07086614173228346,0.009009009009009009,0.43023255813953487,0.0,0.08139534883720931,0.012048192771084338,0.0,0.20833333333333334,0.14736842105263157,0.02127659574468085,0.0,0.0,0.0,0.0,0.012048192771084338,0.0
Bin_322,0.2714285714285714,0.2,0.10909090909090909,0.0273972602739726,0.0,0.021505376344086023,0.0,0.0,0.13385826771653545,0.0,0.7674418604651163,0.0,0.12790697674418605,0.0,0.36363636363636365,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_323,0.04285714285714286,0.0,0.05454545454545454,0.0867579908675799,0.013513513513513514,0.0,0.1111111111111111,0.0,0.05511811023622047,0.0,0.09883720930232558,0.0,0.023255813953488372,0.0,0.0,0.125,0.09473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_324,0.014285714285714285,0.02,0.03636363636363636,0.1278538812785388,0.04054054054054054,0.03225806451612903,0.2777777777777778,0.0,0.1062992125984252,0.0,0.0872093023255814,0.0,0.046511627906976744,0.0,0.2727272727272727,0.16666666666666666,0.08421052631578947,0.02127659574468085,0.0,0.0,0.0,0.0,0.012048192771084338,0.0
Bin_325,0.07142857142857142,0.0,0.01818181818181818,0.0273972602739726,0.0,0.010752688172043012,0.05555555555555555,0.0,0.03937007874015748,0.02702702702702703,0.005813953488372093,0.0,0.0,0.0,0.0,0.041666666666666664,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_326,0.2,0.06,0.0,0.045662100456621,0.0,0.043010752688172046,0.1111111111111111,0.0,0.011811023622047244,0.06306306306306306,0.7034883720930233,0.0,0.11627906976744186,0.0,0.36363636363636365,0.20833333333333334,0.07368421052631578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_327,0.24285714285714285,0.04,0.07272727272727272,0.0,0.013513513513513514,0.0,0.4444444444444444,0.0,0.19291338582677164,0.009009009009009009,0.8662790697674418,0.0,0.1511627906976744,0.024096385542168676,0.2727272727272727,0.375,0.17894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_328,0.08571428571428572,0.04,0.0,0.4748858447488584,0.013513513513513514,0.043010752688172046,0.4444444444444444,0.0,0.015748031496062992,0.10810810810810811,0.7965116279069767,0.0,0.13953488372093023,0.10843373493975904,0.36363636363636365,0.3333333333333333,0.4421052631578947,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0
Bin_329,0.4142857142857143,0.2,0.12727272727272726,0.3744292237442922,0.14864864864864866,0.0,0.2222222222222222,0.0,0.3425196850393701,0.018018018018018018,0.7732558139534884,0.0,0.1511627906976744,0.03614457831325301,0.36363636363636365,0.375,0.09473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_330,0.2,0.0,0.0,0.1506849315068493,0.02702702702702703,0.0,0.5,0.0,0.01968503937007874,0.02702702702702703,0.8837209302325582,0.0,0.1511627906976744,0.03614457831325301,0.36363636363636365,0.4166666666666667,0.4421052631578947,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.0
Bin_331,0.14285714285714285,0.1,0.16363636363636364,0.2100456621004566,0.0945945945945946,0.0,0.5,0.0,0.3188976377952756,0.009009009009009009,0.6046511627906976,0.0,0.13953488372093023,0.30120481927710846,0.09090909090909091,0.5416666666666666,0.49473684210526314,0.02127659574468085,0.0,0.0,0.0,0.0,0.03614457831325301,0.0
Bin_332,0.18571428571428572,0.04,0.01818181818181818,0.2694063926940639,0.10810810810810811,0.0,0.5,0.0,0.29133858267716534,0.02702702702702703,0.5232558139534884,0.0,0.11627906976744186,0.1686746987951807,0.36363636363636365,0.4166666666666667,0.49473684210526314,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0
Bin_333,0.3,0.06,0.0,0.4383561643835616,0.04054054054054054,0.010752688172043012,0.3888888888888889,0.0,0.0984251968503937,0.09009009009009009,0.8546511627906976,0.0,0.1511627906976744,0.0,0.36363636363636365,0.0,0.16842105263157894,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_334,0.11428571428571428,0.14,0.0,0.3515981735159817,0.0,0.06451612903225806,0.4444444444444444,0.0,0.03543307086614173,0.05405405405405406,0.7093023255813954,0.0,0.12790697674418605,0.060240963855421686,0.2727272727272727,0.4583333333333333,0.35789473684210527,0.0851063829787234,0.0,0.0,0.0,0.0,0.012048192771084338,0.0
Bin_335,0.05714285714285714,0.0,0.05454545454545454,0.0091324200913242,0.013513513513513514,0.010752688172043012,0.0,0.0,0.1062992125984252,0.0,0.0,0.0,0.011627906976744186,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_336,0.05714285714285714,0.0,0.01818181818181818,0.0319634703196347,0.0,0.021505376344086023,0.2777777777777778,0.0,0.003937007874015748,0.0,0.27325581395348836,0.0,0.06976744186046512,0.0,0.18181818181818182,0.041666666666666664,0.07368421052631578,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0
Bin_337,0.05714285714285714,0.02,0.0,0.0684931506849315,0.0,0.010752688172043012,0.2777777777777778,0.0,0.015748031496062992,0.036036036036036036,0.5813953488372093,0.0,0.11627906976744186,0.0,0.18181818181818182,0.16666666666666666,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_338,0.22857142857142856,0.06,0.09090909090909091,0.1552511415525114,0.0,0.0,0.2222222222222222,0.0,0.1220472440944882,0.009009009009009009,0.6395348837209303,0.0,0.11627906976744186,0.012048192771084338,0.2727272727272727,0.25,0.1368421052631579,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.0
Bin_339,0.014285714285714285,0.0,0.0,0.0502283105022831,0.0,0.010752688172043012,0.16666666666666666,0.0,0.03937007874015748,0.009009009009009009,0.7151162790697675,0.0,0.12790697674418605,0.20481927710843373,0.09090909090909091,0.3333333333333333,0.43157894736842106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_340,0.21428571428571427,0.0,0.0,0.0365296803652968,0.0,0.021505376344086023,0.0,0.0,0.003937007874015748,0.036036036036036036,0.5697674418604651,0.0,0.12790697674418605,0.0,0.36363636363636365,0.08333333333333333,0.021052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_341,0.08571428571428572,0.0,0.01818181818181818,0.0182648401826484,0.0,0.0,0.05555555555555555,0.0,0.027559055118110236,0.009009009009009009,0.12790697674418605,0.0,0.023255813953488372,0.012048192771084338,0.0,0.08333333333333333,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_342,0.3,0.16,0.03636363636363636,0.6529680365296804,0.05405405405405406,0.010752688172043012,0.2222222222222222,0.0,0.15748031496062992,0.05405405405405406,0.7848837209302325,0.0,0.13953488372093023,0.0,0.18181818181818182,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0
Bin_343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_345,0.08571428571428572,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6802325581395349,0.0,0.12790697674418605,0.0,0.18181818181818182,0.25,0.11578947368421053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_346,0.12857142857142856,0.02,0.03636363636363636,0.0,0.02702702702702703,0.010752688172043012,0.1111111111111111,0.0,0.0984251968503937,0.018018018018018018,0.5523255813953488,0.0,0.10465116279069768,0.0,0.18181818181818182,0.16666666666666666,0.021052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_347,0.22857142857142856,0.0,0.01818181818181818,0.0045662100456621,0.0,0.021505376344086023,0.16666666666666666,0.0,0.09448818897637795,0.009009009009009009,0.5348837209302325,0.0,0.09302325581395349,0.012048192771084338,0.2727272727272727,0.25,0.05263157894736842,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0
Bin_348,0.1,0.0,0.03636363636363636,0.0684931506849315,0.013513513513513514,0.010752688172043012,0.0,0.0,0.12992125984251968,0.0,0.08139534883720931,0.0,0.0,0.0,0.0,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_349,0.24285714285714285,0.02,0.0,0.1598173515981735,0.013513513513513514,0.010752688172043012,0.3888888888888889,0.0,0.11811023622047244,0.036036036036036036,0.6686046511627907,0.0,0.1511627906976744,0.0,0.36363636363636365,0.25,0.1368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_350,0.0,0.0,0.07272727272727272,0.0365296803652968,0.013513513513513514,0.010752688172043012,0.4444444444444444,0.0,0.11023622047244094,0.009009009009009009,0.023255813953488372,0.0,0.011627906976744186,0.0,0.0,0.125,0.1368421052631579,0.02127659574468085,0.0,0.0,0.0,0.0,0.012048192771084338,0.0
Bin_351,0.3142857142857143,0.14,0.03636363636363636,0.1050228310502283,0.0,0.021505376344086023,0.2777777777777778,0.0,0.047244094488188976,0.07207207207207207,0.6627906976744186,0.0,0.11627906976744186,0.0,0.36363636363636365,0.20833333333333334,0.1368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_352,0.08571428571428572,0.08,0.01818181818181818,0.1506849315068493,0.013513513513513514,0.021505376344086023,0.0,0.0,0.12992125984251968,0.009009009009009009,0.05232558139534884,0.0,0.0,0.0,0.0,0.041666666666666664,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_353,0.04285714285714286,0.0,0.0,0.0136986301369863,0.0,0.08602150537634409,0.16666666666666666,0.0,0.0,0.0,0.12790697674418605,0.0,0.046511627906976744,0.0,0.0,0.20833333333333334,0.23157894736842105,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.0
Bin_354,0.37142857142857144,0.18,0.03636363636363636,0.4611872146118721,0.05405405405405406,0.06451612903225806,0.4444444444444444,0.0,0.2677165354330709,0.07207207207207207,0.813953488372093,0.0,0.1511627906976744,0.03614457831325301,0.36363636363636365,0.4166666666666667,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.0
Bin_355,0.24285714285714285,0.16,0.01818181818181818,0.1598173515981735,0.0,0.043010752688172046,0.3333333333333333,0.0,0.015748031496062992,0.036036036036036036,0.8372093023255814,0.0,0.1511627906976744,0.0,0.36363636363636365,0.25,0.16842105263157894,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_356,0.08571428571428572,0.0,0.01818181818181818,0.0684931506849315,0.04054054054054054,0.021505376344086023,0.16666666666666666,0.0,0.0984251968503937,0.009009009009009009,0.31976744186046513,0.0,0.10465116279069768,0.0,0.0,0.2916666666666667,0.11578947368421053,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.0
Bin_357,0.35714285714285715,0.06,0.07272727272727272,0.0091324200913242,0.0,0.03225806451612903,0.4444444444444444,0.0,0.14566929133858267,0.02702702702702703,0.8488372093023255,0.0,0.13953488372093023,0.0,0.2727272727272727,0.4166666666666667,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.0
Bin_358,0.37142857142857144,0.16,0.05454545454545454,0.0,0.0,0.021505376344086023,0.1111111111111111,0.0,0.16535433070866143,0.018018018018018018,0.6744186046511628,0.0,0.10465116279069768,0.0,0.2727272727272727,0.5,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.0
Bin_359,0.2,0.0,0.05454545454545454,0.1461187214611872,0.08108108108108109,0.010752688172043012,0.2222222222222222,0.0,0.16929133858267717,0.009009009009009009,0.5755813953488372,0.0,0.11627906976744186,0.0,0.2727272727272727,0.041666666666666664,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_360,0.014285714285714285,0.0,0.0,0.0091324200913242,0.013513513513513514,0.010752688172043012,0.2777777777777778,0.0,0.015748031496062992,0.0,0.38372093023255816,0.0,0.12790697674418605,0.0,0.2727272727272727,0.041666666666666664,0.16842105263157894,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_361,0.24285714285714285,0.08,0.0,0.0136986301369863,0.0,0.021505376344086023,0.05555555555555555,0.0,0.06692913385826772,0.05405405405405406,0.5523255813953488,0.0,0.10465116279069768,0.0,0.2727272727272727,0.16666666666666666,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_362,0.24285714285714285,0.06,0.0,0.0547945205479452,0.0,0.021505376344086023,0.2222222222222222,0.0,0.015748031496062992,0.04504504504504504,0.5930232558139535,0.0,0.11627906976744186,0.0,0.2727272727272727,0.125,0.06315789473684211,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_363,0.17142857142857143,0.02,0.03636363636363636,0.1187214611872146,0.0,0.021505376344086023,0.1111111111111111,0.0,0.03937007874015748,0.018018018018018018,0.2616279069767442,0.0,0.08139534883720931,0.0,0.09090909090909091,0.041666666666666664,0.031578947368421054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_364,0.05714285714285714,0.0,0.01818181818181818,0.0228310502283105,0.02702702702702703,0.06451612903225806,0.2777777777777778,0.0,0.05905511811023622,0.009009009009009009,0.2616279069767442,0.0,0.08139534883720931,0.0,0.36363636363636365,0.25,0.12631578947368421,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0
Bin_365,0.18571428571428572,0.1,0.09090909090909091,0.3059360730593607,0.13513513513513514,0.03225806451612903,0.3888888888888889,0.0,0.24015748031496062,0.06306306306306306,0.4418604651162791,0.0,0.13953488372093023,0.024096385542168676,0.2727272727272727,0.5,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.0
Bin_366,0.2,0.06,0.01818181818181818,0.2876712328767123,0.05405405405405406,0.043010752688172046,0.5,0.0,0.15748031496062992,0.04504504504504504,0.8953488372093024,0.0,0.1511627906976744,0.03614457831325301,0.2727272727272727,0.5,0.45263157894736844,0.0425531914893617,0.0,0.0,0.0,0.0,0.012048192771084338,0.0
Bin_367,0.35714285714285715,0.2,0.14545454545454545,0.4063926940639269,0.10810810810810811,0.043010752688172046,0.5,0.0,0.3110236220472441,0.018018018018018018,0.7732558139534884,0.0,0.13953488372093023,0.2289156626506024,0.36363636363636365,0.4583333333333333,0.35789473684210527,0.02127659574468085,0.0,0.0,0.0,0.0,0.03614457831325301,0.0
Bin_368,0.3142857142857143,0.22,0.03636363636363636,0.4200913242009132,0.02702702702702703,0.053763440860215055,0.16666666666666666,0.0,0.18110236220472442,0.036036036036036036,0.6569767441860465,0.0,0.12790697674418605,0.012048192771084338,0.36363636363636365,0.5,0.3157894736842105,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0
Bin_369,0.17142857142857143,0.16,0.03636363636363636,0.2237442922374429,0.0,0.03225806451612903,0.3333333333333333,0.0,0.04330708661417323,0.02702702702702703,0.5174418604651163,0.0,0.1511627906976744,0.0,0.18181818181818182,0.20833333333333334,0.22105263157894736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_370,0.21428571428571427,0.0,0.01818181818181818,0.0228310502283105,0.0,0.010752688172043012,0.05555555555555555,0.0,0.051181102362204724,0.009009009009009009,0.040697674418604654,0.0,0.046511627906976744,0.0,0.09090909090909091,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_371,0.21428571428571427,0.0,0.0,0.0639269406392694,0.0,0.0,0.1111111111111111,0.0,0.04330708661417323,0.0,0.25,0.0,0.011627906976744186,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_372,0.11428571428571428,0.0,0.01818181818181818,0.0045662100456621,0.0,0.03225806451612903,0.3888888888888889,0.0,0.027559055118110236,0.018018018018018018,0.5988372093023255,0.0,0.10465116279069768,0.0,0.2727272727272727,0.375,0.11578947368421053,0.02127659574468085,0.0,0.0,0.0,0.0,0.012048192771084338,0.0
Bin_373,0.17142857142857143,0.0,0.0,0.0776255707762557,0.0,0.021505376344086023,0.5,0.0,0.027559055118110236,0.018018018018018018,0.8837209302325582,0.0,0.1511627906976744,0.0,0.36363636363636365,0.5,0.3368421052631579,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0
Bin_374,0.38571428571428573,0.12,0.12727272727272726,0.1780821917808219,0.05405405405405406,0.010752688172043012,0.5,0.0,0.3031496062992126,0.05405405405405406,0.9127906976744186,0.0,0.1511627906976744,0.012048192771084338,0.36363636363636365,0.5416666666666666,0.3473684210526316,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0
Bin_375,0.4142857142857143,0.32,0.03636363636363636,0.3242009132420091,0.0,0.043010752688172046,0.4444444444444444,0.0,0.1220472440944882,0.08108108108108109,0.9011627906976745,0.0,0.1511627906976744,0.024096385542168676,0.36363636363636365,0.5,0.3368421052631579,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0
Bin_376,0.11428571428571428,0.08,0.0,0.4429223744292237,0.0,0.043010752688172046,0.5,0.0,0.003937007874015748,0.07207207207207207,0.9069767441860465,0.0,0.1511627906976744,0.012048192771084338,0.36363636363636365,0.20833333333333334,0.42105263157894735,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0
Bin_377,0.17142857142857143,0.0,0.01818181818181818,0.5251141552511416,0.04054054054054054,0.010752688172043012,0.5,0.0,0.19291338582677164,0.018018018018018018,0.7732558139534884,0.0,0.1511627906976744,0.0,0.36363636363636365,0.08333333333333333,0.24210526315789474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_378,0.18571428571428572,0.02,0.03636363636363636,0.0,0.0,0.010752688172043012,0.05555555555555555,0.0,0.0,0.009009009009009009,0.6627906976744186,0.0,0.11627906976744186,0.0,0.0,0.16666666666666666,0.06315789473684211,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_379,0.1,0.0,0.0,0.0547945205479452,0.0,0.021505376344086023,0.3333333333333333,0.0,0.0,0.06306306306306306,0.686046511627907,0.0,0.08139534883720931,0.0,0.18181818181818182,0.041666666666666664,0.14736842105263157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_380,0.21428571428571427,0.0,0.07272727272727272,0.0136986301369863,0.0,0.0,0.5,0.0,0.20078740157480315,0.018018018018018018,0.8662790697674418,0.0,0.13953488372093023,0.024096385542168676,0.18181818181818182,0.375,0.21052631578947367,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0
Bin_381,0.11428571428571428,0.02,0.0,0.1095890410958904,0.04054054054054054,0.021505376344086023,0.0,0.0,0.16141732283464566,0.009009009009009009,0.10465116279069768,0.1111111111111111,0.011627906976744186,0.0,0.36363636363636365,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_382,0.07142857142857142,0.0,0.05454545454545454,0.0730593607305936,0.013513513513513514,0.021505376344086023,0.2777777777777778,0.0,0.07480314960629922,0.0,0.7383720930232558,0.0,0.13953488372093023,0.0,0.2727272727272727,0.16666666666666666,0.16842105263157894,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0
Bin_383,0.17142857142857143,0.04,0.03636363636363636,0.2146118721461187,0.02702702702702703,0.021505376344086023,0.4444444444444444,0.0,0.17716535433070865,0.02702702702702703,0.7965116279069767,0.0,0.1511627906976744,0.03614457831325301,0.2727272727272727,0.16666666666666666,0.17894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_384,0.15714285714285714,0.0,0.03636363636363636,0.091324200913242,0.0,0.0,0.4444444444444444,0.0,0.07086614173228346,0.009009009009009009,0.7383720930232558,0.0,0.1511627906976744,0.012048192771084338,0.18181818181818182,0.3333333333333333,0.2736842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bin_385,0.014285714285714285,0.0,0.0,0.1643835616438356,0.0,0.03225806451612903,0.2222222222222222,0.0,0.0,0.02702702702702703,0.029069767441860465,0.0,0.0,0.0,0.09090909090909091,0.0,0.07368421052631578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
